              Y               X               Z     Campo-Total
          1.718          -3.126           0.000        -7.14142
         -2.547          -3.015           0.000        -6.28650
          0.704          -1.997           0.000         0.36441
         -3.191          -2.690           0.000        -5.75456
          0.877           0.557           0.000        88.11756
         -3.877           3.841           0.000        -3.33764
          0.431          -2.056           0.000         0.77733
         -3.696          -2.117           0.000        -5.55665
          2.297           1.386           0.000        -6.89223
         -3.989           3.201           0.000        -3.86271
          3.050           2.011           0.000        -6.95898
         -3.907          -1.663           0.000        -5.58750
         -1.482           3.369           0.000        -6.90155
         -0.394           0.437           0.000       366.57977
         -3.725           2.707           0.000        -4.80732
         -0.968           1.127           0.000        31.17901
         -0.155           3.308           0.000        -7.58247
          0.109           2.760           0.000        -7.23165
          3.582           0.811           0.000        -6.91791
         -0.602          -2.171           0.000        -2.42367
         -0.580          -1.685           0.000        12.07241
         -1.310          -0.618           0.000        34.42613
         -3.897          -0.045           0.000        -6.40272
          2.225          -1.875           0.000        -7.61243
         -3.219          -0.532           0.000        -7.64138
         -1.312          -2.924           0.000        -7.69564
         -3.502           3.297           0.000        -4.40380
         -2.268           2.108           0.000        -7.74510
         -1.764           0.743           0.000         6.48374
          2.896           0.656           0.000        -7.69128
          2.039           1.601           0.000        -6.35753
          2.039           3.242           0.000        -6.55985
         -1.021          -3.557           0.000        -6.85564
         -1.702          -2.772           0.000        -7.65162
          1.373           1.399           0.000         4.87750
         -1.003           0.427           0.000        79.21394
         -0.534           3.763           0.000        -6.62707
          0.614           3.135           0.000        -7.70325
          0.304          -0.674           0.000       174.67843
         -1.227           1.300           0.000        11.79483
          3.067          -1.118           0.000        -7.63966
         -2.580           2.984           0.000        -6.29200
          3.707          -1.276           0.000        -6.34743
          2.663           2.192           0.000        -7.36906
          3.394          -0.588           0.000        -7.37758
         -1.028          -0.490           0.000        71.38633
          2.476           1.721           0.000        -7.72699
          1.899          -1.523           0.000        -4.97731


